trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
86,False,"{'a': 0.4, 'e': 0.17597157031257066}",25,2,-5.310736353397133,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
87,False,"{'a': 0.4, 'e': 0.17245213890631925}",20,13,9.550354296836478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.4, 'e': 0.16900309612819286}",25,5,-4.298845459337696,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.4, 'e': 0.16562303420562902}",35,18,5.1474372579173036,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
90,False,"{'a': 0.4, 'e': 0.16231057352151643}",25,13,14.206144064087662,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.4, 'e': 0.1590643620510861}",25,17,12.444860555286873,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.4, 'e': 0.15588307481006436}",20,6,24.754224241506478,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.4, 'e': 0.15276541331386306}",20,7,23.04862097263264,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.4, 'e': 0.1497101050475858}",30,11,31.49461894752949,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.4, 'e': 0.14671590294663409}",20,4,9.146496980036627,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
96,False,"{'a': 0.4, 'e': 0.1437815848877014}",20,0,17.78211175141287,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
97,False,"{'a': 0.4, 'e': 0.1409059531899474}",20,4,-16.008642532221916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
98,False,"{'a': 0.4, 'e': 0.13808783412614842}",20,3,-14.433543728443176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
99,False,"{'a': 0.4, 'e': 0.13532607744362546}",20,0,12.659859769664642,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
100,False,"{'a': 0.4, 'e': 0.13261955589475294}",25,11,23.164676053334375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.4, 'e': 0.12996716477685788}",35,6,-92.20398875173593,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 3}",1
102,False,"{'a': 0.4, 'e': 0.12736782148132073}",20,0,6.163635080680377,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
103,False,"{'a': 0.4, 'e': 0.12482046505169431}",35,9,-26.472849837348043,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
104,False,"{'a': 0.4, 'e': 0.12232405575066042}",20,6,11.611607333820782,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.4, 'e': 0.11987757463564722}",20,8,-0.6230911488200628,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.4, 'e': 0.11748002314293426}",35,21,12.351215639154967,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.4, 'e': 0.11513042268007558}",20,7,24.78231464517408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.4, 'e': 0.11282781422647406}",25,0,37.520490636313475,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
109,False,"{'a': 0.4, 'e': 0.11057125794194458}",30,11,24.555351759171902,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.4, 'e': 0.10835983278310568}",20,16,8.367125564034756,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.4, 'e': 0.10619263612744358}",25,4,12.378843697522147,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.4, 'e': 0.1040687834048947}",20,7,22.61043430790207,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.4, 'e': 0.1019874077367968}",25,0,21.08941529766007,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
114,False,"{'a': 0.4, 'e': 0.09994765958206087}",20,6,2.6758822451705075,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
115,False,"{'a': 0.4, 'e': 0.09794870639041964}",30,12,-22.476255184890256,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.4, 'e': 0.09598973226261125}",20,10,3.8687932011164947,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.4, 'e': 0.09406993761735903}",20,15,9.829118208024983,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.4, 'e': 0.09218853886501184}",20,0,13.64503715519322,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.4, 'e': 0.09034476808771161}",20,7,11.415065907688218,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.4, 'e': 0.08853787272595737}",30,22,16.363260172118697,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.4, 'e': 0.08676711527143822}",25,9,12.976393493268658,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.4, 'e': 0.08503177296600946}",20,3,0.6302366559617247,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.4, 'e': 0.08333113750668926}",20,2,30.922717591734205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.4, 'e': 0.08166451475655548}",20,7,-30.507310060414635,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
125,False,"{'a': 0.4, 'e': 0.08003122446142437}",25,0,26.767138989850146,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.4, 'e': 0.07843059997219588}",35,27,13.647775494285264,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.4, 'e': 0.07686198797275196}",30,23,14.799967625895038,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.4, 'e': 0.07532474821329692}",20,8,0.01616503775905187,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.4, 'e': 0.07381825324903098}",25,14,7.977291141588003,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.4, 'e': 0.07234188818405035}",20,3,18.48073610491612,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.4, 'e': 0.07089505042036935}",25,0,-37.390277656727974,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
132,False,"{'a': 0.4, 'e': 0.06947714941196197}",25,8,29.34017153813147,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.4, 'e': 0.06808760642372272}",30,0,-69.54793842996781,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
134,False,"{'a': 0.4, 'e': 0.06672585429524826}",25,7,33.748600193171455,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.4, 'e': 0.0653913372093433}",20,0,-3.019469791458769,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
136,False,"{'a': 0.4, 'e': 0.06408351046515644}",30,14,30.0688250601604,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.4, 'e': 0.0628018402558533}",20,3,-54.123690137395336,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
138,False,"{'a': 0.4, 'e': 0.061545803450736236}",20,13,13.296719371074191,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.4, 'e': 0.060314887381721506}",20,6,16.147535236398863,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.4, 'e': 0.05910858963408708}",30,14,28.818537945875118,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.4, 'e': 0.057926417841405335}",30,12,28.778401653116706,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.4, 'e': 0.05676788948457723}",25,15,16.088262642266322,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.4, 'e': 0.05563253169488568}",30,20,18.093770954209784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.4, 'e': 0.054519881060987964}",35,25,17.444006590546962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.4, 'e': 0.05342948343976821}",25,3,23.906719391434414,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.4, 'e': 0.05236089377097284}",25,0,24.45309317431204,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
147,False,"{'a': 0.4, 'e': 0.051313675895553384}",25,0,-25.087084084370925,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
